title,ingredients
Walnut-Orange Cake,"['Nonstick olive oil spray', '1/2 cups chopped walnuts', 'all purpose flour', 'baking powder', 'eggs', '1/2 cups sugar', 'fresh orange juice', 'finely grated orange peel', 'olive oil', 'Powdered sugar']"
Walnut Spice Cake with Lemon Glaze,"['all-purpose flour', '1/2 teaspoons cinnamon', '1/2 teaspoons ground allspice', '1/2 teaspoons freshly grated nutmeg', 'baking soda', 'baking powder', 'salt', '(1 cup) unsalted butter, softened', 'sugar', 'eggs, separated', 'vanilla', '1/4 cups sour cream', 'walnuts (3 ounces), toasted , cooled, and finely chopped', 'confectioners sugar', 'fresh lemon juice', 'Special equipment: a 12-cup bundt pan']"
Warm Chocolate Cake with Chocolate Almond Brittle,"['bittersweet (not unsweetened) or semisweet chocolate, chopped', 'sliced almonds, toasted', 'bittersweet (not unsweetened) or semisweet chocolate, chopped', '(1 1/2 sticks) unsalted butter, room temperature', 'sugar', 'cornstarch', 'instant espresso powder', 'salt', 'eggs, separated']"
Warm Pear and Walnut Cake with Lemon Custard Sauce,"['sugar', 'egg yolks', 'half and half', 'grated lemon peel', 'fresh lemon juice', 'vanilla extract', 'sugar', 'water', 'Anjou pears, peeled, cored, cut into thin wedges', '1/2 cups all purpose flour', 'baking powder', 'salt', 'plus 2 tablespoons sugar', '(1 stick) plus 1 tablespoon unsalted butter, room temperature', 'eggs', 'grated lemon peel', 'milk (do not use low-fat or nonfat)', 'brandy', 'finely chopped walnuts, toasted']"
Christmas Glazed Apple Cake (*Weihnachten Gedeckter Apfelkuchen*),"['1/3 cups, scooped and leveled, plus 1 tablespoon/300g all-purpose flour', '/150g plus 1 tablespoon granulated sugar, divided', 'baking powder', 'Pinch of salt', '1/2 tablespoons/150g unsalted high-fat, European-style butter, softened', ', at room temperature', 'apples (2 pounds 10 ounces/1.2kg)', 'Juice of 1 lemon plus 2 teaspoons freshly squeezed lemon juice', '1/4 teaspoon Lebkuchen Spice Mix', 'fresh cranberries', '/60ml plus 2 teaspoons water', '/75g confectioners’ sugar']"
White and Milk Chocolate Mousse Cake,"['eggs', 'sugar', 'self-rising flour', 'unsweetened cocoa powder', 'baking powder', 'plus 1/3 cup chilled whipping cream', 'white chocolate, chopped', 'milk chocolate, chopped', 'orange juice', 'orange liqueur', 'bittersweet (not unsweetened) chocolate, chopped', 'water', 'instant espresso powder']"
"White Cake with Coconut, Pecan and Chocolate Chip Frosting","['2/3 cups sugar', 'solid vegetable shortening', 'eggs', 'egg whites', '1/4 cups whole milk', 'vanilla extract', 'self-rising flour', '5-ounce can evaporated milk', '(1 stick) unsalted butter', 'sugar', 'egg yolks, beaten to blend', 'all purpose flour', 'vanilla extract', '1/2 cups chopped pecans', '1/2 cups flaked sweetened coconut', '1/2 cups semisweet chocolate chips']"
White Chocolate and Lemon Wedding Cake,"['sugar', 'cornstarch', 'fresh lemon juice', 'egg yolks', '(6 sticks) chilled unsalted butter, cut into 1/2-inch cubes', 'imported white chocolate (such as Lindt or Perugina), finely chopped (do not use chips)', '8-ounce packages Philadelphia-brand cream cheese, room temperature', '(packed) powdered sugar (about 1 1/4 pounds)', 'chilled heavy whipping cream', 'lemon curd (see above)', 'imported white chocolate (such as Lindt or Perugina), finely chopped (do not use chips)', '1/3 cups chilled heavy whipping cream', 'sifted cake flour', 'baking powder', '1/2 teaspoons salt', 'buttermilk', 'thawed frozen orange juice concentrate', 'vanilla extract', '1/2 cups (3 sticks) unsalted butter, room temperature', '1/2 cups sugar', '1/2 cups vegetable oil', '1/2 cups egg whites (about 20 large)', 'cream of tartar', '11-inch-diameter tart-pan bottoms or cardboard rounds', '8-inch-diameter tart-pan bottom or cardboard round (cut from 9-inch round)', '5-inch-diameter tart-pan bottom or cardboard round (cut from 6-inch round)', '12-inch-long, 1/4-inch-diameter wooden dowels', 'Mix of large and tiny white roses and fresias (about 5 dozen)', '1-pint containers fresh strawberries, hulled, halved', '1/2-pint containers fresh blackberries', '1/2-pint containers fresh raspberries', '1/2-pint containers fresh blueberries', 'sugar']"
White Chocolate Easter Cake with Strawberries,"['half and half', ""good-quality white chocolate (such as Lindt or Baker's), chopped"", 'vanilla extract', 'unsalted pistachio nuts', '1/4 cups all purpose flour', 'baking powder', '(3/4 stick) unsalted butter, room temperature', 'sugar', 'egg yolks', 'egg whites', '1-pint baskets strawberries', '7-ounce package marzipan', 'plus 1/4 cup powdered sugar', '1/2 cups chilled whipping cream', 'Makes about 3 cups', '1/4 cups half and half', 'unsalted pistachio nuts', 'sugar', 'egg yolks', 'all purpose flour', 'vanilla extract', '(2 sticks) unsalted butter, room temperature']"
White Chocolate Layer Cake with Apricot Filling and White Chocolate Buttercream,"['imported white chocolate, chopped', '1/4 cups all purpose flour', '1/4 teaspoons baking powder', 'salt', 'unsalted butter, room temperature', '1/3 cups sugar', 'eggs', '1/2 teaspoons vanilla extract', '1/4 cups whole milk', '1/4 pounds imported white chocolate, chopped', '3/4 cups plus 2 tablespoons unsalted butter, room temperature', 'vanilla extract', 'powdered sugar, sifted', 'water', 'sugar', '1/2 pounds apricots, pitted, thinly sliced', 'walnuts, finely chopped', 'apricot preserves, melted']"
White Chocolate Truffle and Chocolate Fudge Layer Cake,"['bittersweet (not unsweetened) or semisweet chocolate, chopped', 'solid vegetable shortening', 'Nonstick vegetable oil spray', 'unsweetened chocolate, chopped', '3/4 cups all purpose flour', 'unsweetened cocoa powder', 'baking powder', 'baking soda', 'salt', 'sugar', '(1 stick) unsalted butter, room temperature', 'vanilla extract', 'eggs', '1/2 cups whole milk', 'chilled whipping cream', '(1/2 stick) unsalted butter, cut into pieces', ""good-quality white chocolate (such as Lindt or Baker's), finely chopped"", 'vanilla extract', 'almond extract', 'amaretto or other almond liqueur']"
Yeasted Apple Coffee Cake,"['unsalted butter, melted, slightly cooled, plus more', '1/4-ounce envelope active dry yeast (about 2 1/4 teaspoons)', '(packed) light brown sugar, divided', 'egg, room temperature', 'all-purpose flour, divided', 'sour cream, room temperature', 'finely grated orange zest', 'fresh orange juice', 'baking powder', 'kosher salt', 'all-purpose flour', 'old-fashioned oats', '(packed) light brown sugar', 'granulated sugar', 'ground cinnamon', 'Kosher salt', 'unsalted butter, melted, slightly cooled', 'firm baking apples (about 4 large), halved, cored, very thinly sliced', '1/2 cups powdered sugar', '(or more) fresh orange juice']"
Yellow Layer Cake with Chocolate-Sour Cream Frosting,"['Nonstick vegetable oil spray', 'cake flour', 'baking powder', '1/2 teaspoons baking soda', '1/2 teaspoons kosher salt', '1/2 cups buttermilk', 'vegetable oil', 'vanilla extract', 'sugar', '(2 sticks) unsalted butter, room temperature', '(packed) light brown sugar', 'bean, split lengthwise', 'egg yolks', 'eggs', 'semisweet or bittersweet chocolate, chopped', 'light corn syrup', 'sour cream', '1/2 teaspoons kosher salt', '1/2 teaspoons vanilla extract', '3/4 cups powdered sugar', '(1 1/2 sticks) unsalted butter, room temperature', 'Special equipment: Three 9""-diameter cake pans with 2"" sides']"
Yogurt Cake with Currant Raspberry Sauce,"['sifted cake flour (not self-rising; sift before measuring)', 'baking powder', 'baking soda', 'salt', 'unsalted butter, softened', 'granulated sugar', 'pure vanilla extract', 'eggs, warmed in shell in warm water 10 minutes', 'well-stirred plain whole-milk yogurt (not Greek-style) atroom temperature 30 minutes', 'fresh red currants (1/2 pound), stemmed', 'fresh raspberries (16 ounces), divided', 'granulated sugar room temperature 30 minutes', 'confectioners sugar', 'light corn syrup', 'heavy cream', 'Scant 1/2 teaspoon pure vanilla extract', 'Equipment: a 13- by 9-inch cake pan']"
Zucchini and Parmesan Skillet Cake,"['medium zucchini', 'unsalted butter', 'clove, minced', 'chopped fresh basil', 'grated parmesan']"
Zucchini-Pecan Cake with Cream Cheese Frosting,"['Nonstick vegetable oil spray', '1/2 cups all purpose flour', '1/2 teaspoons baking powder', 'coarse kosher salt', 'ground cinnamon', 'ground ginger', 'ground nutmeg', 'olive oil (not extra-virgin)', '(packed) golden brown sugar', 'eggs', 'vanilla extract', '1/2 cups coarsely grated zucchini (about 8 ounces)', 'chopped pecans', '8-ounce package Philadelphia brand cream cheese (do not use reduced-fat or fat-free), room temperature', 'unsalted butter, room temperature', 'powdered sugar', 'vanilla extract', 'ground cinnamon']"
Toasted Angel Food Cake with Caramelized Grapefruit,"['(4 oz./125 g) cake flour', '(4 oz./125 g) confectioners’ sugar', '. kosher salt', 'whites', '(5 1/2 oz./170 g) superfine sugar', '1/2 tsp. cream of tartar', '1/2 tsp. vanilla extract', '(2 1/2 oz./75 g) firmly packed light brown sugar', ', peeled and segmented, juices reserved']"
Bunny with Basket Cake,"['1/4 cups all-purpose flour', '3/4 tsp. baking powder', '1/4 tsp. salt', '. (2 1/2 sticks) unsalted butter', 'granulated sugar', '', '1/4 tsp. vanilla extract', 'milk', ""confectioners' sugar"", '. (1 stick) unsalted butter', '. milk, plus more as needed', '. vanilla extract', '. salt']"
Caramel Crepe Cake,"['For the caramel:', '(8 oz./250 g) granulated sugar', '(2 fl. oz./60 ml) water', 'Pinch of salt', '(32 fl. oz./1 l) heavy cream', 'For the crepe batter:', '', '(32 fl. oz./1 l) milk', '1/4 cups (11 1/2 oz./360 g) all-purpose flour', '. unsalted butter, melted', '. salt', '. vanilla extract', '(2 oz./60 g) confectioners’ sugar', 'For finishing:', '. unsalted butter', 'Lightly sweetened whipped cream for garnish (optional)', 'Fresh berries for garnish (optional)']"
Coconut-Lime Cake,"['1/4 cups cake flour', '. baking powder', '. salt', '3/4 cups milk', '. vanilla extract', '. (2 sticks) unsalted butter', 'sugar', '. finely chopped lime zest', '', 'whites', '1/3 cups sugar', 'light corn syrup', '. salt', '. vanilla extract', '1/2 cups sweetened shredded coconut']"
Lemon Beehive Cake,"['3/4 cups all-purpose flour', '1/2 tsp. baking powder', '. salt', '. (2 sticks) unsalted butter', '2/3 cups granulated sugar', '. lemon zest', ', lightly beaten', '. vanilla extract', 'milk', 'fresh lemon juice', 'honey', '1/2 Tbs. fresh lemon juice', '. salt', '. (1/2 stick) unsalted butter', ""1/2 cups confectioners' sugar, sifted"", '. milk', '. vanilla extract', 'Pinch of salt', ""confectioners' sugar, sifted"", '3 tsp. milk', 'Sugar honeybees for decorating (optional)']"
Lemon Bunny Cake,"['. (2 sticks) (8 oz./250 g) unsalted butter, at room temperature', 'lemon Bundt cake mix', ', at room temperature', '1/3 cups (11 fl. oz./340 ml) milk, at room temperature', '. unsalted butter, at room temperature', '(3 oz./90 g) confectioners’ sugar, sifted', '1/2 tsp. milk', '. vanilla extract', 'Pinch of salt', 'Royal icing for decorating or confectioners’ sugar for dusting']"
Lemon Pudding Cake,"['3 large lemons', 'sugar', 'all-purpose flour', '. salt', '. (1/2 stick) unsalted butter, melted', ', separated', '1/4 cups milk', '. cream of tartar', 'Whipped cream for serving (optional; see note above)']"
Olive Oil-Almond Cake,"['1/2 cups (7 1/2 oz./235 g) all-purpose flour', '. baking powder', '. salt', '(2 1/2 oz./75 g) coarsely chopped blanched almonds', '(8 oz./245 g) sugar', '', '(3 fl. oz./80 ml) olive oil', '. minced orange zest', '. vanilla extract', 'orange, peeled and thinly sliced', '. pomegranate seeds', '. honey']"
Three-Layer Carrot Cake with Cream Cheese Frosting,"['(15 oz./470 g) unbleached all-purpose flour', '. baking soda', '. baking powder', '. ground cinnamon', '. kosher salt', '. ground allspice', '', '(8 fl. oz./250 ml) plus 2 Tbs. vegetable oil', '(8 oz./250 g) granulated sugar', '1/2 cups (12 oz./375 g) firmly packed brown sugar', '(6 fl. oz./180 ml) buttermilk', '1/2 lb. (750 g) peeled and shredded carrots', '(4 oz./125 g) toasted chopped walnuts', '(3 oz./90g) toasted flaked coconut, plus more for garnish', '1/2 lb. (750 g) cream cheese, at room temperature', '. (3/4 stick) (3 oz./90 g) unsalted butter, at room temperature', '3/4 cups (7 oz./220 g) confectioners’ sugar', '. vanilla extract']"
"A Gooey, Decadent Chocolate Cake","['1/2 cups cake flour', '1/2 teaspoons baking soda', 'salt', '1/2 sticks unsalted butter, at room temperature', 'granulated sugar', '1/2 ounces dark chocolate, melted and cooled', 'vanilla extract', '', '1/2 cups cold water', 'Raspberry liqueur, such as Chambord, for drizzling', 'Nonstick cooking spray', 'Chocolate Chip Buttercream, recipe follows', 'Dark chocolate shavings, for decoration', 'powdered sugar', 'hot water', 'dark chocolate, melted and cooled', 'vanilla extract', 'unsalted butter, at room temperature', 'semisweet dark chocolate, finely chopped']"
Apple Spice Cake with Cream Cheese Icing,"['butter, plus extra for loaf pan', 'Smith apples, peeled and cored, cut into 1/2-inch dice and tossed with a little lemon juice', ', juiced', 'apple cider', '3/4 cups all-purpose flour, plus extra for loaf pan', 'ground cinnamon', 'baking soda', '4 grates fresh nutmeg (about 1/2 teaspoon)', 'brown sugar', 'sugar', 'Pinch kosher salt', '', 'vanilla extract', 'toasted and chopped walnuts', 'golden raisins', 'Cream Cheese Icing, recipe follows', 'One 8-ounce package cream cheese, at room temperature', 'butter, at room temperature', 'powdered sugar', 'vanilla extract', ', juiced']"
Banana Pudding Cake,"['(18.25 ounce) package yellow cake mix', '(3.5 ounce) package instant banana pudding mix', '', 'water', 'vegetable oil', 'mashed bananas', ""confectioners' sugar"", 'milk', 'vanilla extract', 'chopped walnuts (optional)']"
Basic Vanilla Cake,"['unsalted butter, at room temperature, plus more for the pans', 'all-purpose flour, plus more for the pans', 'baking powder', 'salt', '1/4 cups sugar', 'eggs, at room temperature', 'vanilla extract', '1/4 cups whole milk (or 3/4 cup heavy cream mixed with 1/2 cup water)']"
Beatty's Chocolate Cake,"['Butter, for greasing the pans', '3/4 cups all-purpose flour, plus more for pans', 'sugar', 'good cocoa powder', 'baking soda', 'baking powder', 'kosher salt', 'buttermilk, shaken', 'vegetable oil', '-large eggs, at room temperature', 'pure vanilla extract', 'freshly brewed hot coffee', 'Chocolate Buttercream Frosting, recipe follows', 'good semisweet chocolate (recommended: Callebaut)', '(2 sticks) unsalted butter, at room temperature', '-large egg yolk, at room temperature', 'pure vanilla extract', ""1/4 cups sifted confectioners' sugar"", 'instant coffee powder']"
Birthday Cake White Chocolate Fudge,"['marshmallows (about 36)', 'sugar', 'heavy cream', 'unsalted butter', 'Pinch kosher salt', 'white chocolate chips (18 ounces)', 'pure vanilla extract', 'multicolored nonpareils']"
Blueberry Cake Doughnuts,"['Nonstick cooking spray', 'butter, softened', 'sugar', 'Pinch of kosher salt', 'pure vanilla extract', 'cake flour', 'all-purpose flour', 'baking soda', 'baking powder', '-large eggs, plus 1 egg yolk', '(2 cups) frozen blueberries, thawed', 'buttermilk', 'Basic Sugar Glaze, recipe follows', 'powdered sugar', 'milk', 'Pinch of kosher salt', 'pure vanilla extract']"
Blueberry Coffee Cake Muffins,"['(1 1/2 sticks) unsalted butter, at room temperature', '1/2 cups sugar', '-large eggs, at room temperature', '1/2 teaspoons pure vanilla extract', '(about 1 cup) sour cream', 'milk', '1/2 cups all-purpose flour', 'baking powder', 'baking soda', 'kosher salt', '-pints fresh blueberries, picked through for stems']"
Butterscotch Love Cake,"['unsalted butter', 'light brown sugar', 'heavy cream', 'vanilla extract', 'Nonstick cooking spray', 'yellow cake mix', '1/2 cups ricotta cheese', 'mascarpone', 'eggs', 'sugar', 'kosher salt', '1/4 cups mascarpone (10 ounces)', 'One 3.9-ounce package butterscotch pudding mix', 'sugar', 'whole milk']"
Carrot Cake Cupcakes,"['sugar', '1/3 cups vegetable oil', 'pure vanilla extract', '-large eggs', 'all-purpose flour', 'ground cinnamon', 'baking soda', '1/2 teaspoons kosher salt', 'grated carrots (less than 1 pound)', 'raisins', 'chopped walnuts', 'cream cheese, at room temperature', 'unsalted butter, at room temperature', 'pure vanilla extract', ""confectioners' sugar""]"
